"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa01524","hsa01524","Platinum drug resistance","18/1792","73/7240",0.552736765748699,0.999954425916137,0.999954425916138,"7155/27113/2067/208/5296/581/672/2064/7153/7157/8772/2946/2944/2949/332/356/4437/10000",18
"hsa04136","hsa04136","Autophagy - other","8/1792","32/7240",0.554897630810803,0.999954425916137,0.999954425916138,"60673/23710/84971/11337/9706/8678/57521/441925",8
"hsa05230","hsa05230","Central carbon metabolism in cancer","16/1792","65/7240",0.558101959373699,0.999954425916137,0.999954425916138,"5979/51548/6510/5605/208/5296/2064/7157/5162/9123/2261/2539/10000/3265/23410/3845",16
"hsa05034","hsa05034","Alcoholism","44/1792","180/7240",0.567651221961688,0.999954425916137,0.999954425916138,"554313/317772/723790/653604/333932/8337/8338/8349/8370/126961/440689/2784/2783/2792/2791/94235/84699/25759/2906/2788/808/116444/5566/2354/10014/84152/84254/136/2793/2773/2771/2885/3021/2905/3020/5501/10645/83740/474382/474381/2786/7054/3265/3845",44
"hsa00780","hsa00780","Biotin metabolism","1/1792","3/7240",0.573973720372851,0.999954425916137,0.999954425916138,"54995",1
"hsa00270","hsa00270","Cysteine and methionine metabolism","11/1792","45/7240",0.576415318216788,0.999954425916137,0.999954425916138,"84245/259307/1786/587/10768/23743/635/10993/113675/4548/586",11
"hsa05332","hsa05332","Graft-versus-host disease","10/1792","41/7240",0.58141641549739,0.999954425916137,0.999954425916138,"3002/3552/3553/3824/3821/3812/3811/3802/3804/356",10
"hsa04960","hsa04960","Aldosterone-regulated sodium reabsorption","9/1792","37/7240",0.587124827127904,0.999954425916137,0.999954425916138,"53828/6337/478/5582/5296/3643/482/3630/3845",9
"hsa05340","hsa05340","Primary immunodeficiency","9/1792","37/7240",0.587124827127904,0.999954425916137,0.999954425916138,"920/57379/8625/973/3718/23495/84876/7374/8517",9
"hsa04666","hsa04666","Fc gamma R-mediated phagocytosis","22/1792","91/7240",0.591343431255264,0.999954425916137,0.999954425916138,"2209/10451/10552/10095/5582/8612/23396/208/5296/1785/7408/7409/56848/5338/1398/3636/5058/9846/5580/8877/10094/10000",22
"hsa04919","hsa04919","Thyroid hormone signaling pathway","28/1792","116/7240",0.597152691395299,0.999954425916137,0.999954425916138,"4853/7068/8850/4624/478/5582/5605/10025/208/5296/5566/4854/482/2648/5469/9611/7067/7157/9862/113026/3690/595/71/23389/488/10000/3265/3845",28
"hsa04913","hsa04913","Ovarian steroidogenesis","12/1792","50/7240",0.603312071804694,0.999954425916137,0.999954425916138,"3284/3283/240/196883/3972/3949/8605/3643/5566/3292/949/3630",12
"hsa05213","hsa05213","Endometrial cancer","12/1792","50/7240",0.603312071804694,0.999954425916137,0.999954425916138,"5605/208/5296/10297/2064/7157/595/2885/10000/3611/3265/3845",12
"hsa04120","hsa04120","Ubiquitin mediated proteolysis","33/1792","137/7240",0.605070337062646,0.999954425916137,0.999954425916138,"7324/7325/64682/57154/9040/9817/27338/112401/10054/51588/997/10055/23624/51343/7326/672/996/65264/9039/7318/11060/51529/63893/9021/1642/27339/51434/26259/89910/51433/29945/3093/389898",33
"hsa04650","hsa04650","Natural killer cell mediated cytotoxicity","32/1792","133/7240",0.607358871086548,0.999954425916137,0.999954425916138,"10451/3002/22914/100528032/3823/3824/5777/3822/3821/5582/10870/3805/3812/5605/3811/3802/25759/3809/7305/3804/9437/3383/5296/7409/5058/2885/5881/356/5781/6452/3265/3845",32
"hsa00010","hsa00010","Glycolysis / Gluconeogenesis","16/1792","67/7240",0.612615826058158,0.999954425916137,0.999954425916138,"5106/2026/7167/2597/26330/2821/230/224/218/2027/2538/92579/221/5162/217/55276",16
"hsa00230","hsa00230","Purine metabolism","42/1792","175/7240",0.621278730181239,0.999954425916137,0.999954425916138,"58497/51292/196883/4860/84172/548644/246721/5439/5438/5143/390877/5424/5434/5141/56953/654364/115024/3000/5198/4831/5430/56985/4830/5138/10714/10201/2272/3615/30833/5148/124583/8622/55703/5426/55276/5158/84284/159/5441/272/6240/5140",42
"hsa00220","hsa00220","Arginine biosynthesis","5/1792","21/7240",0.622876690104085,0.999954425916137,0.999954425916138,"4843/162417/95/100526760/4842",5
"hsa03040","hsa03040","Spliceosome","32/1792","134/7240",0.626247992023546,0.999954425916137,0.999954425916138,"10262/9129/22985/3183/3178/6635/55110/8896/56949/6625/25804/6626/8175/51690/11338/26121/4670/199746/10523/6633/9343/1659/10594/55119/6427/9775/10189/27339/8683/1665/3192/27288",32
"hsa00740","hsa00740","Riboflavin metabolism","2/1792","8/7240",0.62682113480403,0.999954425916137,0.999954425916138,"645/54",2
"hsa04022","hsa04022","cGMP-PKG signaling pathway","39/1792","163/7240",0.627527496290217,0.999954425916137,0.999954425916138,"5592/4776/196883/4625/779/493/134/478/84699/4207/2767/5605/100271849/6543/208/808/3643/7408/23533/482/489/146850/5138/293/2773/776/2771/387/778/4985/5501/488/152/1259/492/10000/3630/10335/5140",39
"hsa03460","hsa03460","Fanconi anemia pathway","13/1792","55/7240",0.627546046283603,0.999954425916137,0.999954425916138,"2072/29089/91442/2067/7156/672/6117/146956/84126/80233/201254/51426/353497",13
"hsa00020","hsa00020","Citrate cycle (TCA cycle)","7/1792","30/7240",0.640664501984307,0.999954425916137,0.999954425916138,"55753/5106/47/8801/5162/3421/2271",7
"hsa04550","hsa04550","Signaling pathways regulating pluripotency of stem cells","33/1792","139/7240",0.642007536529489,0.999954425916137,0.999954425916138,"9869/91/79923/8321/1749/5605/208/5296/6929/3718/10297/1856/2535/7473/6774/7703/3211/7484/7481/7474/8820/2885/7044/6927/11211/6926/64211/10336/2261/1852/10000/3265/3845",33
"hsa04730","hsa04730","Long-term depression","14/1792","60/7240",0.649539760378916,0.999954425916137,0.999954425916138,"5592/5582/2767/6261/5605/8605/773/5518/1394/2773/2771/4842/3265/3845",14
"hsa05218","hsa05218","Melanoma","16/1792","69/7240",0.663856434367823,0.999954425916137,0.999954425916138,"1021/5605/27006/208/5296/26291/2256/7157/2248/2249/595/9965/4286/10000/3265/3845",16
"hsa00350","hsa00350","Tyrosine metabolism","8/1792","35/7240",0.665990974281151,0.999954425916137,0.999954425916138,"259307/5409/8639/218/314/221/3242/7054",8
"hsa00514","hsa00514","Other types of O-glycan biosynthesis","5/1792","22/7240",0.667148660021898,0.999954425916137,0.999954425916138,"8985/79709/727936/285203/5986",5
"hsa00520","hsa00520","Amino sugar and nucleotide sugar metabolism","11/1792","48/7240",0.67009177726075,0.999954425916137,0.999954425916138,"1118/51706/2821/29925/2584/3074/55276/7358/132789/5973/51700",11
"hsa04933","hsa04933","AGE-RAGE signaling pathway in diabetic complications","23/1792","99/7240",0.675229690945979,0.999954425916137,0.999954425916138,"7412/7048/5599/3552/3553/5054/1278/7040/208/3383/5296/581/1277/6776/6774/6347/6777/113026/595/5580/10000/3265/3845",23
"hsa00410","hsa00410","beta-Alanine metabolism","7/1792","31/7240",0.677442347346163,0.999954425916137,0.999954425916138,"339896/224/8639/218/314/221/217",7
"hsa04710","hsa04710","Circadian rhythm","7/1792","31/7240",0.677442347346163,0.999954425916137,0.999954425916138,"5565/5187/9572/1453/5564/1407/406",7
"hsa00071","hsa00071","Fatty acid degradation","10/1792","44/7240",0.678548194061137,0.999954425916137,0.999954425916138,"81616/2639/126129/224/37/1374/51/217/35/8310",10
"hsa00564","hsa00564","Glycerophospholipid metabolism","22/1792","95/7240",0.67950305121623,0.999954425916137,0.999954425916138,"8399/1103/55224/10162/43/10908/8605/8612/23646/79143/5338/10400/56985/162466/1119/5833/9489/5319/1609/6901/8443/81490",22
"hsa04670","hsa04670","Leukocyte transendothelial migration","26/1792","112/7240",0.682991682945678,0.999954425916137,0.999954425916138,"3684/7412/10451/6387/83593/24146/93408/81/5582/3383/5296/7408/2909/7409/1366/4267/2773/2771/387/71/5829/5781/4633/7294/399/4636",26
"hsa00770","hsa00770","Pantothenate and CoA biosynthesis","4/1792","18/7240",0.68605804765753,0.999954425916137,0.999954425916138,"339896/587/80347/586",4
"hsa00380","hsa00380","Tryptophan metabolism","9/1792","40/7240",0.688108961530235,0.999954425916137,0.999954425916138,"55753/259307/2639/224/438/15/125061/217/8564",9
"hsa05010","hsa05010","Alzheimer's disease","40/1792","171/7240",0.689912124603684,0.999954425916137,0.999954425916138,"1339/51107/3553/779/7132/2597/10975/513/126328/348/51079/7386/55851/4713/1340/2906/4701/125965/1346/808/4696/374291/4137/489/8851/516/100532726/8772/4728/4718/776/7384/778/10476/2905/4842/488/1337/170712/322",40
"hsa04672","hsa04672","Intestinal immune network for IgA production","11/1792","49/7240",0.698493142294593,0.999954425916137,0.999954425916138,"6387/3586/57379/4055/7040/8174/6370/9020/8741/2826/23495",11
"hsa04972","hsa04972","Pancreatic secretion","22/1792","96/7240",0.699851495294372,0.999954425916137,0.999954425916138,"8399/280/279/196883/493/478/5582/9545/4218/482/489/219931/387/5319/488/952/886/683/492/6262/1131/3784",22
"hsa04213","hsa04213","Longevity regulating pathway - multiple species","14/1792","62/7240",0.701061466831367,0.999954425916137,0.999954425916138,"5565/196883/208/5296/84335/3643/5566/81570/57521/5564/10000/3630/3265/3845",14
"hsa04726","hsa04726","Serotonergic synapse","26/1792","113/7240",0.701723033662402,0.999954425916137,0.999954425916138,"240/779/2784/2783/2792/2791/94235/5582/8605/773/2788/5566/6532/246/239/247/242/2793/2773/776/2771/778/2560/2786/3265/3845",26
"hsa04728","hsa04728","Dopaminergic synapse","30/1792","130/7240",0.704346640216165,0.999954425916137,0.999954425916138,"5599/2784/2783/2792/2791/94235/5582/84699/208/773/5518/2788/808/5566/2931/409/84152/2793/28227/2773/776/2771/5501/5522/1816/10000/2786/7054/406/1815",30
"hsa04912","hsa04912","GnRH signaling pathway","21/1792","92/7240",0.704637240541203,0.999954425916137,0.999954425916138,"5599/196883/4323/779/3972/2767/5605/8605/5609/808/5566/5598/6416/5338/5606/776/5580/778/2885/3265/3845",21
"hsa03060","hsa03060","Protein export","5/1792","23/7240",0.707862488950503,0.999954425916137,0.999954425916138,"5018/9789/28972/6730/6726",5
"hsa04964","hsa04964","Proximal tubule bicarbonate reclamation","5/1792","23/7240",0.707862488950503,0.999954425916137,0.999954425916138,"5106/478/482/10991/1468",5
"hsa04630","hsa04630","Jak-STAT signaling pathway","36/1792","156/7240",0.71682454603419,0.999954425916137,0.999954425916138,"1489/4170/10379/29949/3586/5777/2056/3594/282618/9466/282617/2057/282616/208/7297/5296/3718/51588/3589/6776/1440/6774/30837/6777/2670/595/3581/3563/1438/64109/1154/2885/9021/5781/10000/3265",36
"hsa03440","hsa03440","Homologous recombination","9/1792","41/7240",0.718116240101973,0.999954425916137,0.999954425916138,"29086/5424/7156/672/6117/146956/5892/10714/79184",9
"hsa05219","hsa05219","Bladder cancer","9/1792","41/7240",0.718116240101973,0.999954425916137,0.999954425916138,"1613/5605/2064/7157/595/11186/2261/3265/3845",9
"hsa05224","hsa05224","Breast cancer","33/1792","144/7240",0.726637118254403,0.999954425916137,0.999954425916138,"4853/4040/1021/8321/5605/27006/25759/10683/208/5296/26291/4854/10297/672/2256/1856/2535/7473/2064/7157/7484/2248/4041/2249/595/7481/9965/7474/2885/11211/10000/3265/3845",33
"hsa05100","hsa05100","Bacterial invasion of epithelial cells","17/1792","76/7240",0.726824333117973,0.999954425916137,0.999954425916138,"3678/10552/10095/25759/5296/1785/23624/1398/2017/387/10801/71/26052/5829/10094/3611/391",17
"hsa04510","hsa04510","Focal adhesion","46/1792","199/7240",0.731451945000919,0.999954425916137,0.999954425916138,"10451/5599/3678/4660/7450/93408/1278/81/5582/54776/23396/25759/208/1311/5296/7408/10298/2909/7409/3675/1277/7448/1101/3674/2064/1398/3690/5058/595/3913/2317/387/3691/2885/71/5881/7060/5501/5829/4633/4636/2316/10000/3611/55742/3265",46
"hsa03320","hsa03320","PPAR signaling pathway","16/1792","72/7240",0.733311033855591,0.999954425916137,0.999954425916138,"3158/5106/4973/729359/81616/376497/51129/440503/126129/10998/1374/8309/51/7316/8310/3611",16
"hsa04930","hsa04930","Type II diabetes mellitus","10/1792","46/7240",0.735170952440247,0.999954425916137,0.999954425916138,"5599/773/5296/3643/6517/8913/776/5580/9021/3630",10
"hsa00340","hsa00340","Histidine metabolism","5/1792","24/7240",0.744944160842845,0.999954425916137,0.999954425916138,"224/443/218/221/217",5
"hsa00534","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","5/1792","24/7240",0.744944160842845,0.999954425916137,0.999954425916138,"2135/9955/64132/9953/9957",5
"hsa05212","hsa05212","Pancreatic cancer","14/1792","64/7240",0.747753444442963,0.999954425916137,0.999954425916138,"7048/5599/1021/7040/208/5296/6774/2064/7157/595/5881/8517/10000/3845",14
"hsa04012","hsa04012","ErbB signaling pathway","19/1792","86/7240",0.754701497739048,0.999954425916137,0.999954425916138,"5599/5582/5605/25759/208/5296/5609/10298/23624/6776/6416/2064/6777/1398/5058/2885/10000/3265/3845",19
"hsa00603","hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series","3/1792","15/7240",0.757405830631615,0.999954425916137,0.999954425916138,"2523/2524/3074",3
"hsa00232","hsa00232","Caffeine metabolism","1/1792","5/7240",0.758845561623695,0.999954425916137,0.999954425916138,"1548",1
"hsa00400","hsa00400","Phenylalanine, tyrosine and tryptophan biosynthesis","1/1792","5/7240",0.758845561623695,0.999954425916137,0.999954425916138,"259307",1
"hsa04144","hsa04144","Endocytosis","60/1792","260/7240",0.759459236469543,0.999954425916137,0.999954425916138,"11311/7048/5979/29082/23550/57154/10552/10095/160/3949/9266/30846/7040/1175/29924/6455/23396/9230/27243/1785/93343/58513/23624/4218/409/22905/84313/84440/163/9744/28964/5338/55040/147179/9135/5878/11267/408/2350/2348/116985/2352/387/79643/9267/9146/55048/26052/2149/9765/51699/11021/9815/79720/10094/116984/2261/2868/3265/161",60
"hsa04512","hsa04512","ECM-receptor interaction","18/1792","82/7240",0.760813054841293,0.999954425916137,0.999954425916138,"9900/3678/7450/1278/51206/1311/2811/3675/1277/7448/1101/3674/3690/3913/1605/3691/22987/7060",18
"hsa04340","hsa04340","Hedgehog signaling pathway","10/1792","47/7240",0.760836954242246,0.999954425916137,0.999954425916138,"57154/1455/5566/409/8405/595/408/1453/2121/132884",10
"hsa04064","hsa04064","NF-kappa B signaling pathway","21/1792","95/7240",0.761597705613927,0.999954425916137,0.999954425916138,"7412/6387/3553/7132/4055/148022/4616/3383/5971/51588/8740/9560/9020/6351/388372/6357/79092/3654/8517/283106/55367",21
"hsa04668","hsa04668","TNF signaling pathway","24/1792","108/7240",0.763302382737,0.999954425916137,0.999954425916138,"7412/5599/11035/4323/3553/7132/84699/208/3726/3383/5296/5609/602/9020/6416/6347/6352/5606/8772/1435/9021/192111/8517/10000",24
"hsa04015","hsa04015","Rap1 signaling pathway","48/1792","210/7240",0.764363820878042,0.999954425916137,0.999954425916138,"3684/196883/5587/83593/57121/889/5582/1943/5605/23094/6237/27006/9170/2357/208/25865/5296/808/3643/7408/9002/26291/2256/4804/8631/3674/136/1398/5216/3690/5606/2248/2249/9965/2773/1435/2771/9223/387/71/5881/2149/2261/57568/10000/3630/3265/3845",48
"hsa03015","hsa03015","mRNA surveillance pathway","20/1792","91/7240",0.767207636998355,0.999954425916137,0.999954425916138,"23283/22985/100529063/8106/55110/10898/26528/5976/8189/5518/22794/23293/28227/80335/9775/10189/79869/5501/4440/5522",20
"hsa00670","hsa00670","One carbon pool by folate","4/1792","20/7240",0.767576513376263,0.999954425916137,0.999954425916138,"6470/275/1719/4548",4
"hsa04150","hsa04150","mTOR signaling pathway","34/1792","151/7240",0.767663390327866,0.999954425916137,0.999954425916138,"4040/7132/389541/8321/5582/5605/208/5296/84335/6794/3643/1856/2535/7473/201163/9706/7484/4041/55004/7481/10542/10641/7474/387/57521/2885/83667/6249/8408/11211/10000/3630/3265/3845",34
"hsa05200","hsa05200","Pathways in cancer","92/1792","395/7240",0.77264507854456,0.999954425916137,0.999954425916138,"405/7048/5915/6387/5979/5599/8031/196883/7849/83593/57121/2784/1021/8321/2783/2792/2791/94235/5582/898/2323/1613/2767/5731/5605/7040/27006/9170/208/5296/112401/112398/1050/2788/9138/115727/5566/9002/26291/23624/581/354/10297/4843/3675/2256/1856/2535/7473/6776/6774/5914/3674/2064/6777/9618/7157/3728/1398/2793/7484/2248/2249/595/8772/7481/9965/1438/2773/4286/3913/2771/7474/26060/387/11186/332/2885/5881/356/2149/4437/11211/1487/2261/8517/2271/54583/10000/2786/3265/3845",92
"hsa05206","hsa05206","MicroRNAs in cancer","69/1792","299/7240",0.773068509379047,0.999954425916137,0.999954425916138,"574455/4853/4170/599/3678/4194/406933/406985/1021/406900/407014/5243/5582/574476/898/574493/407018/407010/574457/574461/407045/5605/406887/406910/442902/1786/5296/574473/442918/10298/406957/406942/406976/574484/4854/574467/10297/574411/672/406902/7473/6774/5598/406943/494335/406971/2064/442898/7157/1398/3690/10642/595/442900/406890/406925/27086/387/11186/57521/2885/406977/406996/2261/407009/406992/3265/619552/3845",69
"hsa04060","hsa04060","Cytokine-cytokine receptor interaction","62/1792","270/7240",0.776715435242314,0.999954425916137,0.999954425916138,"1489/7048/6387/64806/3552/3553/91/29949/3586/939/7132/4055/2056/3594/282618/2323/282617/7040/2057/282616/268/970/6370/3589/8744/8740/9560/414062/6354/8742/4804/6358/1440/6351/388372/6347/8741/1236/6356/6368/6362/6355/6349/6360/6346/2826/23495/6352/6359/6348/58191/6357/84957/3581/3563/1438/64109/1435/55540/8995/356/7292",62
"hsa00563","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","5/1792","25/7240",0.778422497323475,0.999954425916137,0.999954425916138,"9487/94005/284098/5279/54872",5
"hsa00592","hsa00592","alpha-Linolenic acid metabolism","5/1792","25/7240",0.778422497323475,0.999954425916137,0.999954425916138,"8399/8605/51/5319/8310",5
"hsa01522","hsa01522","Endocrine resistance","21/1792","96/7240",0.778886644503403,0.999954425916137,0.999954425916138,"4853/5599/196883/5605/25759/10683/10498/208/5296/5566/4854/581/2064/5469/9611/7157/595/2885/10000/3265/3845",21
"hsa00240","hsa00240","Pyrimidine metabolism","23/1792","105/7240",0.784561118872047,0.999954425916137,0.999954425916138,"4860/84172/548644/246721/5439/5438/5424/5434/56953/654364/115024/4831/5430/4830/10714/10201/7083/30833/124583/55703/5426/5441/6240",23
"hsa00280","hsa00280","Valine, leucine and isoleucine degradation","10/1792","48/7240",0.784717263974219,0.999954425916137,0.999954425916138,"3158/259307/587/593/224/64087/65985/217/35/586",10
"hsa05160","hsa05160","Hepatitis C","29/1792","131/7240",0.786899977587498,0.999954425916137,0.999954425916138,"5599/10379/9641/7132/24146/148022/3661/3949/208/7297/5518/5296/1366/6774/7157/10197/2885/9021/4940/4938/4939/949/5522/8517/10000/3665/3265/975/3845",29
"hsa05161","hsa05161","Hepatitis B","32/1792","144/7240",0.788807769245804,0.999954425916137,0.999954425916138,"5599/4776/9641/1021/5582/148022/84699/898/3661/5605/7040/208/5296/581/6776/6774/6416/6777/7157/595/8772/10542/332/2885/1642/356/8517/537/10000/3665/3265/3845",32
"hsa01200","hsa01200","Carbon metabolism","25/1792","114/7240",0.790114408315419,0.999954425916137,0.999954425916138,"51179/26227/55753/2026/7167/2597/2821/25796/230/6470/2027/7086/275/8801/5162/132158/26007/10993/113675/35/8277/2539/3421/2271/6888",25
"hsa00730","hsa00730","Thiamine metabolism","3/1792","16/7240",0.796917184195861,0.999954425916137,0.999954425916138,"79178/390877/84284",3
"hsa00590","hsa00590","Arachidonic acid metabolism","13/1792","62/7240",0.797780874118187,0.999954425916137,0.999954425916138,"8399/240/11283/4051/8605/8529/1555/246/239/247/242/2876/5319",13
"hsa00430","hsa00430","Taurine and hypotaurine metabolism","2/1792","11/7240",0.797932613839081,0.999954425916137,0.999954425916138,"339896/124975",2
"hsa04140","hsa04140","Autophagy - animal","28/1792","128/7240",0.805071423486391,0.999954425916137,0.999954425916138,"5599/60673/23710/1613/5605/84971/6237/208/5296/84335/6794/5566/11337/9706/8678/7405/89849/5580/57521/10645/8408/10000/441925/22800/3630/3265/1509/3845",28
"hsa03013","hsa03013","RNA transport","38/1792","171/7240",0.805549736686017,0.999954425916137,0.999954425916138,"22985/10419/84220/727851/55110/10248/10775/5976/79760/23636/8666/10209/60528/22794/4927/50628/9513/1973/3837/1207/9086/80145/11102/79902/6613/9775/10189/6606/6607/1967/51367/5901/10460/2332/4928/1982/8665/23191",38
"hsa05166","hsa05166","HTLV-I infection","58/1792","256/7240",0.805567929155378,0.999954425916137,0.999954425916138,"7412/7048/8850/5599/4776/196883/64682/7132/4055/8321/8295/7538/811/6237/7040/8498/208/3383/5296/6929/5971/3718/5566/5424/23373/581/10297/1856/2535/9020/7473/6776/6416/2648/996/6777/7157/7484/2874/595/10714/7481/293/7474/51529/51434/11211/5901/51433/5426/10744/29945/4487/8517/10000/22800/3265/3845",58
"hsa04950","hsa04950","Maturity onset diabetes of the young","5/1792","26/7240",0.808406395026154,0.999954425916137,0.999954425916138,"168620/3171/6928/6927/3630",5
"hsa04216","hsa04216","Ferroptosis","8/1792","40/7240",0.809214570115725,0.999954425916137,0.999954425916138,"8031/10162/2512/2879/246/112483/7157/440738",8
"hsa00190","hsa00190","Oxidative phosphorylation","29/1792","133/7240",0.814082738876485,0.999954425916137,0.999954425916138,"1339/9551/10975/513/126328/495/51079/7386/4713/1340/4701/125965/1346/4696/374291/1352/535/516/100532726/4728/10312/4718/7384/10476/23545/1337/521/170712/537",29
"hsa00565","hsa00565","Ether lipid metabolism","9/1792","45/7240",0.818466387925781,0.999954425916137,0.999954425916138,"8399/5050/8605/8612/255043/23646/5048/5338/5319",9
"hsa03022","hsa03022","Basal transcription factors","9/1792","45/7240",0.818466387925781,0.999954425916137,0.999954425916138,"6878/2962/2068/8148/6884/6883/2966/2967/6881",9
"hsa00440","hsa00440","Phosphonate and phosphinate metabolism","1/1792","6/7240",0.818575866194578,0.999954425916137,0.999954425916138,"5833",1
"hsa00750","hsa00750","Vitamin B6 metabolism","1/1792","6/7240",0.818575866194578,0.999954425916137,0.999954425916138,"55163",1
"hsa05168","hsa05168","Herpes simplex infection","41/1792","185/7240",0.818783319751542,0.999954425916137,0.999954425916138,"5599/10379/3553/9641/7132/6878/29992/148022/5819/718/29997/3661/7297/4793/997/8740/708/6347/5430/6352/7157/5187/8772/6884/54106/6427/9021/10189/356/5501/4940/8683/4938/5781/4939/3054/8517/283106/3665/6881/406",41
"hsa04210","hsa04210","Apoptosis","30/1792","138/7240",0.822604405652882,0.999954425916137,0.999954425916138,"1520/4170/1513/5599/10038/3002/7132/27113/84823/5605/4616/208/5296/581/9020/7157/8772/3563/10039/332/71/356/8739/56616/8517/10000/55367/3265/1509/3845",30
"hsa05323","hsa05323","Rheumatoid arthritis","19/1792","90/7240",0.822656682109972,0.999954425916137,0.999954425916138,"1513/6387/3552/3553/7040/54/3383/3589/414062/6347/8741/6349/6352/535/6348/10312/1435/23545/537",19
"hsa04066","hsa04066","HIF-1 signaling pathway","21/1792","99/7240",0.825575452753116,0.999954425916137,0.999954425916138,"405/2026/2597/4055/5054/2056/5582/5605/2872/208/5296/112398/3643/4843/6774/2064/2027/5162/54583/10000/3630",21
"hsa05162","hsa05162","Measles","29/1792","134/7240",0.826725978574843,0.999954425916137,0.999954425916138,"10379/3552/3553/9641/1021/27113/898/3661/10332/208/7297/5296/4793/30835/3718/6776/6774/6777/7157/595/54106/356/4940/4938/4939/3654/10000/283106/3665",29
"hsa05205","hsa05205","Proteoglycans in cancer","45/1792","203/7240",0.828065642536554,0.999954425916137,0.999954425916138,"3678/4660/79923/5777/8321/5582/5605/6237/54776/7040/208/5296/9138/5566/23624/5329/2535/406902/7473/6774/7448/2064/7157/3690/7484/5058/595/7481/2017/7474/2317/387/2885/71/356/5501/5829/5781/11211/2316/10000/22800/3481/3265/3845",45
"hsa00120","hsa00120","Primary bile acid biosynthesis","3/1792","17/7240",0.83089032240527,0.999954425916137,0.999954425916138,"80270/10998/8309",3
"hsa00900","hsa00900","Terpenoid backbone biosynthesis","4/1792","22/7240",0.831506835193416,0.999954425916137,0.999954425916138,"3158/3156/4598/9453",4
"hsa05214","hsa05214","Glioma","13/1792","64/7240",0.834268915527234,0.999954425916137,0.999954425916138,"1021/5582/5605/25759/208/5296/808/7157/595/2885/10000/3265/3845",13
"hsa05418","hsa05418","Fluid shear stress and atherosclerosis","30/1792","139/7240",0.83465166030596,0.999954425916137,0.999954425916138,"7412/5599/3552/3553/7132/10365/9817/208/3383/5296/5609/808/51588/406902/5598/6416/6347/3674/7157/3690/2946/2944/2949/387/6613/71/5881/59341/8517/10000",30
"hsa04966","hsa04966","Collecting duct acid secretion","5/1792","27/7240",0.835064080420989,0.999954425916137,0.999954425916138,"495/6521/535/10312/23545",5
"hsa04530","hsa04530","Tight junction","37/1792","170/7240",0.842169195487341,0.999954425916137,0.999954425916138,"5565/5599/8531/24146/81/27134/23370/79784/8189/5518/5609/92359/6794/7408/5566/4218/8735/4619/4620/1366/3996/4621/4628/2064/4626/4622/595/2017/776/9223/387/3993/71/9368/5564/4633/5522",37
"hsa00980","hsa00980","Metabolism of xenobiotics by cytochrome P450","15/1792","74/7240",0.849794759357939,0.999954425916137,0.999954425916138,"1577/1576/1572/1548/6822/1553/29785/27294/1555/218/221/2946/2944/2949/2052",15
"hsa05131","hsa05131","Shigellosis","13/1792","65/7240",0.850535777199538,0.999954425916137,0.999954425916138,"5599/3678/10552/10095/199746/4793/1398/5216/2017/71/10094/8517/391",13
"hsa01040","hsa01040","Biosynthesis of unsaturated fatty acids","4/1792","23/7240",0.857537223876134,0.999954425916137,0.999954425916138,"9524/51/3992/8310",4
"hsa00630","hsa00630","Glyoxylate and dicarboxylate metabolism","5/1792","28/7240",0.858604934951241,0.999954425916137,0.999954425916138,"51179/6470/275/132158/125061",5
"hsa04657","hsa04657","IL-17 signaling pathway","19/1792","93/7240",0.863828944849706,0.999954425916137,0.999954425916138,"5599/64806/3553/9641/3727/1994/2354/6354/1440/5598/6347/6356/9618/8772/55540/51433/8517/727897/4586",19
"hsa04621","hsa04621","NOD-like receptor signaling pathway","36/1792","168/7240",0.865164490919292,0.999954425916137,0.999954425916138,"29108/260434/5599/55072/11035/10379/3553/9641/23710/7205/148022/22900/3661/199713/7297/4793/91662/11337/56919/51393/6347/6352/22861/8772/387/5580/4671/4940/4938/4939/5027/8517/79184/114548/3665/171389",36
"hsa05012","hsa05012","Parkinson's disease","30/1792","142/7240",0.867223750137235,0.999954425916137,0.999954425916138,"1339/10975/513/126328/51079/7386/4713/1340/4701/125965/1346/4696/5566/374291/7326/7314/516/100532726/4728/4718/293/2773/2771/7318/7384/10476/1337/7345/170712/7054",30
"hsa04976","hsa04976","Bile secretion","14/1792","71/7240",0.871489410443982,0.999954425916137,0.999954425916138,"196883/5244/1576/5243/478/3949/6822/5566/10998/8714/482/2052/3156/949",14
"hsa04660","hsa04660","T cell receptor signaling pathway","21/1792","103/7240",0.876086128228382,0.999954425916137,0.999954425916138,"10451/3586/920/5777/5605/208/5296/5609/4793/10298/23624/7409/9020/5058/387/2885/7006/8517/10000/3265/3845",21
"hsa04922","hsa04922","Glucagon signaling pathway","21/1792","103/7240",0.876086128228382,0.999954425916137,0.999954425916138,"5565/5261/5106/2997/84699/3276/208/808/5566/126129/31/2538/92579/1374/5162/2642/32/5564/10891/10000/5140",21
"hsa04145","hsa04145","Phagosome","32/1792","152/7240",0.878835009542572,0.999954425916137,0.999954425916138,"3684/9554/1520/2209/4153/3678/715/4973/64581/4074/1780/718/811/2204/10332/1311/30835/10382/5878/83547/535/3690/10312/71/9146/7060/4842/23545/949/53407/10333/537",32
